week_ending_date,ICSA,gold_close_avg,gold_open,gold_high,gold_low,gold_volume,crypto_market_cap,crypto_total_volume
1968-07-06,214000.0,,,,,,,
1968-07-13,186000.0,,,,,,,
1968-07-20,180000.0,,,,,,,
1968-07-27,205000.0,,,,,,,
1968-08-03,206000.0,,,,,,,
1968-08-10,218000.0,,,,,,,
1968-08-17,192000.0,,,,,,,
1968-08-24,193000.0,,,,,,,
1968-08-31,188000.0,,,,,,,
1968-09-07,189000.0,,,,,,,
1968-09-14,195000.0,,,,,,,
1968-09-21,191000.0,,,,,,,
1968-09-28,189000.0,,,,,,,
1968-10-05,185000.0,,,,,,,
1968-10-12,186000.0,,,,,,,
1968-10-19,191000.0,,,,,,,
1968-10-26,182000.0,,,,,,,
1968-11-02,181000.0,,,,,,,
1968-11-09,183000.0,,,,,,,
1968-11-16,192000.0,,,,,,,
1968-11-23,199000.0,,,,,,,
1968-11-30,162000.0,,,,,,,
1968-12-07,188000.0,,,,,,,
1968-12-14,195000.0,,,,,,,
1968-12-21,192000.0,,,,,,,
1968-12-28,223000.0,,,,,,,
1969-01-04,190000.0,,,,,,,
1969-01-11,191000.0,,,,,,,
1969-01-18,192000.0,,,,,,,
1969-01-25,193000.0,,,,,,,
1969-02-01,203000.0,,,,,,,
1969-02-08,197000.0,,,,,,,
1969-02-15,192000.0,,,,,,,
1969-02-22,192000.0,,,,,,,
1969-03-01,201000.0,,,,,,,
1969-03-08,191000.0,,,,,,,
1969-03-15,189000.0,,,,,,,
1969-03-22,181000.0,,,,,,,
1969-03-29,183000.0,,,,,,,
1969-04-05,182000.0,,,,,,,
1969-04-12,190000.0,,,,,,,
1969-04-19,187000.0,,,,,,,
1969-04-26,177000.0,,,,,,,
1969-05-03,177000.0,,,,,,,
1969-05-10,183000.0,,,,,,,
1969-05-17,179000.0,,,,,,,
1969-05-24,180000.0,,,,,,,
1969-05-31,187000.0,,,,,,,
1969-06-07,192000.0,,,,,,,
1969-06-14,182000.0,,,,,,,
1969-06-21,191000.0,,,,,,,
1969-06-28,203000.0,,,,,,,
1969-07-05,227000.0,,,,,,,
1969-07-12,210000.0,,,,,,,
1969-07-19,206000.0,,,,,,,
1969-07-26,192000.0,,,,,,,
1969-08-02,196000.0,,,,,,,
1969-08-09,203000.0,,,,,,,
1969-08-16,199000.0,,,,,,,
1969-08-23,199000.0,,,,,,,
1969-08-30,195000.0,,,,,,,
1969-09-06,182000.0,,,,,,,
1969-09-13,209000.0,,,,,,,
1969-09-20,195000.0,,,,,,,
1969-09-27,193000.0,,,,,,,
1969-10-04,193000.0,,,,,,,
1969-10-11,200000.0,,,,,,,
1969-10-18,199000.0,,,,,,,
1969-10-25,205000.0,,,,,,,
1969-11-01,198000.0,,,,,,,
1969-11-08,211000.0,,,,,,,
1969-11-15,197000.0,,,,,,,
1969-11-22,217000.0,,,,,,,
1969-11-29,202000.0,,,,,,,
1969-12-06,202000.0,,,,,,,
1969-12-13,222000.0,,,,,,,
1969-12-20,232000.0,,,,,,,
1969-12-27,223000.0,,,,,,,
1970-01-03,230000.0,,,,,,,
1970-01-10,242000.0,,,,,,,
1970-01-17,268000.0,,,,,,,
1970-01-24,256000.0,,,,,,,
1970-01-31,239000.0,,,,,,,
1970-02-07,256000.0,,,,,,,
1970-02-14,265000.0,,,,,,,
1970-02-21,271000.0,,,,,,,
1970-02-28,242000.0,,,,,,,
1970-03-07,262000.0,,,,,,,
1970-03-14,271000.0,,,,,,,
1970-03-21,264000.0,,,,,,,
1970-03-28,276000.0,,,,,,,
1970-04-04,273000.0,,,,,,,
1970-04-11,305000.0,,,,,,,
1970-04-18,374000.0,,,,,,,
1970-04-25,349000.0,,,,,,,
1970-05-02,334000.0,,,,,,,
1970-05-09,318000.0,,,,,,,
1970-05-16,303000.0,,,,,,,
1970-05-23,296000.0,,,,,,,
1970-05-30,301000.0,,,,,,,
1970-06-06,301000.0,,,,,,,
1970-06-13,298000.0,,,,,,,
1970-06-20,296000.0,,,,,,,
1970-06-27,291000.0,,,,,,,
1970-07-04,277000.0,,,,,,,
1970-07-11,288000.0,,,,,,,
1970-07-18,294000.0,,,,,,,
1970-07-25,287000.0,,,,,,,
1970-08-01,261000.0,,,,,,,
1970-08-08,266000.0,,,,,,,
1970-08-15,300000.0,,,,,,,
1970-08-22,303000.0,,,,,,,
1970-08-29,297000.0,,,,,,,
1970-09-05,324000.0,,,,,,,
1970-09-12,292000.0,,,,,,,
1970-09-19,325000.0,,,,,,,
1970-09-26,333000.0,,,,,,,
1970-10-03,350000.0,,,,,,,
1970-10-10,327000.0,,,,,,,
1970-10-17,334000.0,,,,,,,
1970-10-24,330000.0,,,,,,,
1970-10-31,327000.0,,,,,,,
1970-11-07,336000.0,,,,,,,
1970-11-14,314000.0,,,,,,,
1970-11-21,314000.0,,,,,,,
1970-11-28,337000.0,,,,,,,
1970-12-05,308000.0,,,,,,,
1970-12-12,306000.0,,,,,,,
1970-12-19,289000.0,,,,,,,
1970-12-26,321000.0,,,,,,,
1971-01-02,303000.0,,,,,,,
1971-01-09,288000.0,,,,,,,
1971-01-16,299000.0,,,,,,,
1971-01-23,312000.0,,,,,,,
1971-01-30,292000.0,,,,,,,
1971-02-06,296000.0,,,,,,,
1971-02-13,282000.0,,,,,,,
1971-02-20,268000.0,,,,,,,
1971-02-27,290000.0,,,,,,,
1971-03-06,297000.0,,,,,,,
1971-03-13,287000.0,,,,,,,
1971-03-20,291000.0,,,,,,,
1971-03-27,300000.0,,,,,,,
1971-04-03,299000.0,,,,,,,
1971-04-10,279000.0,,,,,,,
1971-04-17,284000.0,,,,,,,
1971-04-24,288000.0,,,,,,,
1971-05-01,290000.0,,,,,,,
1971-05-08,293000.0,,,,,,,
1971-05-15,284000.0,,,,,,,
1971-05-22,295000.0,,,,,,,
1971-05-29,299000.0,,,,,,,
1971-06-05,301000.0,,,,,,,
1971-06-12,295000.0,,,,,,,
1971-06-19,299000.0,,,,,,,
1971-06-26,291000.0,,,,,,,
1971-07-03,277000.0,,,,,,,
1971-07-10,264000.0,,,,,,,
1971-07-17,313000.0,,,,,,,
1971-07-24,304000.0,,,,,,,
1971-07-31,308000.0,,,,,,,
1971-08-07,349000.0,,,,,,,
1971-08-14,325000.0,,,,,,,
1971-08-21,320000.0,,,,,,,
1971-08-28,307000.0,,,,,,,
1971-09-04,359000.0,,,,,,,
1971-09-11,312000.0,,,,,,,
1971-09-18,302000.0,,,,,,,
1971-09-25,308000.0,,,,,,,
1971-10-02,299000.0,,,,,,,
1971-10-09,313000.0,,,,,,,
1971-10-16,299000.0,,,,,,,
1971-10-23,294000.0,,,,,,,
1971-10-30,283000.0,,,,,,,
1971-11-06,301000.0,,,,,,,
1971-11-13,295000.0,,,,,,,
1971-11-20,274000.0,,,,,,,
1971-11-27,278000.0,,,,,,,
1971-12-04,299000.0,,,,,,,
1971-12-11,280000.0,,,,,,,
1971-12-18,269000.0,,,,,,,
1971-12-25,244000.0,,,,,,,
1972-01-01,279000.0,,,,,,,
1972-01-08,295000.0,,,,,,,
1972-01-15,250000.0,,,,,,,
1972-01-22,263000.0,,,,,,,
1972-01-29,269000.0,,,,,,,
1972-02-05,276000.0,,,,,,,
1972-02-12,266000.0,,,,,,,
1972-02-19,258000.0,,,,,,,
1972-02-26,254000.0,,,,,,,
1972-03-04,257000.0,,,,,,,
1972-03-11,264000.0,,,,,,,
1972-03-18,266000.0,,,,,,,
1972-03-25,264000.0,,,,,,,
1972-04-01,258000.0,,,,,,,
1972-04-08,274000.0,,,,,,,
1972-04-15,259000.0,,,,,,,
1972-04-22,259000.0,,,,,,,
1972-04-29,265000.0,,,,,,,
1972-05-06,271000.0,,,,,,,
1972-05-13,266000.0,,,,,,,
1972-05-20,267000.0,,,,,,,
1972-05-27,267000.0,,,,,,,
1972-06-03,264000.0,,,,,,,
1972-06-10,268000.0,,,,,,,
1972-06-17,275000.0,,,,,,,
1972-06-24,286000.0,,,,,,,
1972-07-01,350000.0,,,,,,,
1972-07-08,297000.0,,,,,,,
1972-07-15,318000.0,,,,,,,
1972-07-22,276000.0,,,,,,,
1972-07-29,247000.0,,,,,,,
1972-08-05,250000.0,,,,,,,
1972-08-12,246000.0,,,,,,,
1972-08-19,256000.0,,,,,,,
1972-08-26,262000.0,,,,,,,
1972-09-02,258000.0,,,,,,,
1972-09-09,259000.0,,,,,,,
1972-09-16,258000.0,,,,,,,
1972-09-23,255000.0,,,,,,,
1972-09-30,251000.0,,,,,,,
1972-10-07,263000.0,,,,,,,
1972-10-14,250000.0,,,,,,,
1972-10-21,257000.0,,,,,,,
1972-10-28,234000.0,,,,,,,
1972-11-04,255000.0,,,,,,,
1972-11-11,242000.0,,,,,,,
1972-11-18,271000.0,,,,,,,
1972-11-25,235000.0,,,,,,,
1972-12-02,226000.0,,,,,,,
1972-12-09,252000.0,,,,,,,
1972-12-16,263000.0,,,,,,,
1972-12-23,246000.0,,,,,,,
1972-12-30,225000.0,,,,,,,
1973-01-06,226000.0,,,,,,,
1973-01-13,245000.0,,,,,,,
1973-01-20,229000.0,,,,,,,
1973-01-27,214000.0,,,,,,,
1973-02-03,228000.0,,,,,,,
1973-02-10,226000.0,,,,,,,
1973-02-17,216000.0,,,,,,,
1973-02-24,218000.0,,,,,,,
1973-03-03,225000.0,,,,,,,
1973-03-10,229000.0,,,,,,,
1973-03-17,228000.0,,,,,,,
1973-03-24,232000.0,,,,,,,
1973-03-31,222000.0,,,,,,,
1973-04-07,247000.0,,,,,,,
1973-04-14,230000.0,,,,,,,
1973-04-21,243000.0,,,,,,,
1973-04-28,236000.0,,,,,,,
1973-05-05,248000.0,,,,,,,
1973-05-12,238000.0,,,,,,,
1973-05-19,237000.0,,,,,,,
1973-05-26,238000.0,,,,,,,
1973-06-02,232000.0,,,,,,,
1973-06-09,246000.0,,,,,,,
1973-06-16,237000.0,,,,,,,
1973-06-23,242000.0,,,,,,,
1973-06-30,237000.0,,,,,,,
1973-07-07,248000.0,,,,,,,
1973-07-14,232000.0,,,,,,,
1973-07-21,241000.0,,,,,,,
1973-07-28,250000.0,,,,,,,
1973-08-04,256000.0,,,,,,,
1973-08-11,265000.0,,,,,,,
1973-08-18,258000.0,,,,,,,
1973-08-25,254000.0,,,,,,,
1973-09-01,242000.0,,,,,,,
1973-09-08,252000.0,,,,,,,
1973-09-15,245000.0,,,,,,,
1973-09-22,246000.0,,,,,,,
1973-09-29,249000.0,,,,,,,
1973-10-06,236000.0,,,,,,,
1973-10-13,246000.0,,,,,,,
1973-10-20,249000.0,,,,,,,
1973-10-27,235000.0,,,,,,,
1973-11-03,246000.0,,,,,,,
1973-11-10,282000.0,,,,,,,
1973-11-17,254000.0,,,,,,,
1973-11-24,233000.0,,,,,,,
1973-12-01,256000.0,,,,,,,
1973-12-08,266000.0,,,,,,,
1973-12-15,272000.0,,,,,,,
1973-12-22,326000.0,,,,,,,
1973-12-29,300000.0,,,,,,,
1974-01-05,269000.0,,,,,,,
1974-01-12,340000.0,,,,,,,
1974-01-19,321000.0,,,,,,,
1974-01-26,291000.0,,,,,,,
1974-02-02,302000.0,,,,,,,
1974-02-09,369000.0,,,,,,,
1974-02-16,311000.0,,,,,,,
1974-02-23,292000.0,,,,,,,
1974-03-02,301000.0,,,,,,,
1974-03-09,305000.0,,,,,,,
1974-03-16,315000.0,,,,,,,
1974-03-23,314000.0,,,,,,,
1974-03-30,323000.0,,,,,,,
1974-04-06,296000.0,,,,,,,
1974-04-13,297000.0,,,,,,,
1974-04-20,296000.0,,,,,,,
1974-04-27,283000.0,,,,,,,
1974-05-04,287000.0,,,,,,,
1974-05-11,296000.0,,,,,,,
1974-05-18,298000.0,,,,,,,
1974-05-25,309000.0,,,,,,,
1974-06-01,278000.0,,,,,,,
1974-06-08,314000.0,,,,,,,
1974-06-15,303000.0,,,,,,,
1974-06-22,308000.0,,,,,,,
1974-06-29,325000.0,,,,,,,
1974-07-06,311000.0,,,,,,,
1974-07-13,304000.0,,,,,,,
1974-07-20,303000.0,,,,,,,
1974-07-27,320000.0,,,,,,,
1974-08-03,335000.0,,,,,,,
1974-08-10,347000.0,,,,,,,
1974-08-17,332000.0,,,,,,,
1974-08-24,343000.0,,,,,,,
1974-08-31,350000.0,,,,,,,
1974-09-07,350000.0,,,,,,,
1974-09-14,357000.0,,,,,,,
1974-09-21,370000.0,,,,,,,
1974-09-28,366000.0,,,,,,,
1974-10-05,371000.0,,,,,,,
1974-10-12,413000.0,,,,,,,
1974-10-19,389000.0,,,,,,,
1974-10-26,414000.0,,,,,,,
1974-11-02,406000.0,,,,,,,
1974-11-09,441000.0,,,,,,,
1974-11-16,449000.0,,,,,,,
1974-11-23,518000.0,,,,,,,
1974-11-30,474000.0,,,,,,,
1974-12-07,528000.0,,,,,,,
1974-12-14,510000.0,,,,,,,
1974-12-21,521000.0,,,,,,,
1974-12-28,537000.0,,,,,,,
1975-01-04,456000.0,,,,,,,
1975-01-11,554000.0,,,,,,,
1975-01-18,575000.0,,,,,,,
1975-01-25,555000.0,,,,,,,
1975-02-01,559000.0,,,,,,,
1975-02-08,545000.0,,,,,,,
1975-02-15,530000.0,,,,,,,
1975-02-22,544000.0,,,,,,,
1975-03-01,546000.0,,,,,,,
1975-03-08,551000.0,,,,,,,
1975-03-15,531000.0,,,,,,,
1975-03-22,550000.0,,,,,,,
1975-03-29,555000.0,,,,,,,
1975-04-05,537000.0,,,,,,,
1975-04-12,520000.0,,,,,,,
1975-04-19,531000.0,,,,,,,
1975-04-26,513000.0,,,,,,,
1975-05-03,505000.0,,,,,,,
1975-05-10,507000.0,,,,,,,
1975-05-17,514000.0,,,,,,,
1975-05-24,493000.0,,,,,,,
1975-05-31,475000.0,,,,,,,
1975-06-07,529000.0,,,,,,,
1975-06-14,497000.0,,,,,,,
1975-06-21,497000.0,,,,,,,
1975-06-28,459000.0,,,,,,,
1975-07-05,423000.0,,,,,,,
1975-07-12,446000.0,,,,,,,
1975-07-19,445000.0,,,,,,,
1975-07-26,454000.0,,,,,,,
1975-08-02,454000.0,,,,,,,
1975-08-09,459000.0,,,,,,,
1975-08-16,444000.0,,,,,,,
1975-08-23,457000.0,,,,,,,
1975-08-30,446000.0,,,,,,,
1975-09-06,447000.0,,,,,,,
1975-09-13,456000.0,,,,,,,
1975-09-20,433000.0,,,,,,,
1975-09-27,445000.0,,,,,,,
1975-10-04,426000.0,,,,,,,
1975-10-11,429000.0,,,,,,,
1975-10-18,404000.0,,,,,,,
1975-10-25,426000.0,,,,,,,
1975-11-01,414000.0,,,,,,,
1975-11-08,415000.0,,,,,,,
1975-11-15,386000.0,,,,,,,
1975-11-22,401000.0,,,,,,,
1975-11-29,387000.0,,,,,,,
1975-12-06,373000.0,,,,,,,
1975-12-13,368000.0,,,,,,,
1975-12-20,365000.0,,,,,,,
1975-12-27,391000.0,,,,,,,
1976-01-03,362000.0,,,,,,,
1976-01-10,402000.0,,,,,,,
1976-01-17,370000.0,,,,,,,
1976-01-24,363000.0,,,,,,,
1976-01-31,359000.0,,,,,,,
1976-02-07,353000.0,,,,,,,
1976-02-14,344000.0,,,,,,,
1976-02-21,347000.0,,,,,,,
1976-02-28,349000.0,,,,,,,
1976-03-06,348000.0,,,,,,,
1976-03-13,360000.0,,,,,,,
1976-03-20,368000.0,,,,,,,
1976-03-27,366000.0,,,,,,,
1976-04-03,380000.0,,,,,,,
1976-04-10,373000.0,,,,,,,
1976-04-17,361000.0,,,,,,,
1976-04-24,367000.0,,,,,,,
1976-05-01,385000.0,,,,,,,
1976-05-08,395000.0,,,,,,,
1976-05-15,382000.0,,,,,,,
1976-05-22,394000.0,,,,,,,
1976-05-29,402000.0,,,,,,,
1976-06-05,382000.0,,,,,,,
1976-06-12,407000.0,,,,,,,
1976-06-19,399000.0,,,,,,,
1976-06-26,387000.0,,,,,,,
1976-07-03,394000.0,,,,,,,
1976-07-10,372000.0,,,,,,,
1976-07-17,406000.0,,,,,,,
1976-07-24,394000.0,,,,,,,
1976-07-31,388000.0,,,,,,,
1976-08-07,378000.0,,,,,,,
1976-08-14,382000.0,,,,,,,
1976-08-21,400000.0,,,,,,,
1976-08-28,394000.0,,,,,,,
1976-09-04,421000.0,,,,,,,
1976-09-11,383000.0,,,,,,,
1976-09-18,403000.0,,,,,,,
1976-09-25,423000.0,,,,,,,
1976-10-02,408000.0,,,,,,,
1976-10-09,411000.0,,,,,,,
1976-10-16,403000.0,,,,,,,
1976-10-23,409000.0,,,,,,,
1976-10-30,414000.0,,,,,,,
1976-11-06,390000.0,,,,,,,
1976-11-13,383000.0,,,,,,,
1976-11-20,408000.0,,,,,,,
1976-11-27,377000.0,,,,,,,
1976-12-04,402000.0,,,,,,,
1976-12-11,395000.0,,,,,,,
1976-12-18,365000.0,,,,,,,
1976-12-25,333000.0,,,,,,,
1977-01-01,380000.0,,,,,,,
1977-01-08,416000.0,,,,,,,
1977-01-15,368000.0,,,,,,,
1977-01-22,423000.0,,,,,,,
1977-01-29,422000.0,,,,,,,
1977-02-05,565000.0,,,,,,,
1977-02-12,477000.0,,,,,,,
1977-02-19,399000.0,,,,,,,
1977-02-26,362000.0,,,,,,,
1977-03-05,361000.0,,,,,,,
1977-03-12,355000.0,,,,,,,
1977-03-19,369000.0,,,,,,,
1977-03-26,356000.0,,,,,,,
1977-04-02,350000.0,,,,,,,
1977-04-09,376000.0,,,,,,,
1977-04-16,361000.0,,,,,,,
1977-04-23,375000.0,,,,,,,
1977-04-30,375000.0,,,,,,,
1977-05-07,384000.0,,,,,,,
1977-05-14,381000.0,,,,,,,
1977-05-21,375000.0,,,,,,,
1977-05-28,381000.0,,,,,,,
1977-06-04,363000.0,,,,,,,
1977-06-11,358000.0,,,,,,,
1977-06-18,359000.0,,,,,,,
1977-06-25,365000.0,,,,,,,
1977-07-02,350000.0,,,,,,,
1977-07-09,361000.0,,,,,,,
1977-07-16,366000.0,,,,,,,
1977-07-23,365000.0,,,,,,,
1977-07-30,365000.0,,,,,,,
1977-08-06,378000.0,,,,,,,
1977-08-13,359000.0,,,,,,,
1977-08-20,367000.0,,,,,,,
1977-08-27,365000.0,,,,,,,
1977-09-03,374000.0,,,,,,,
1977-09-10,359000.0,,,,,,,
1977-09-17,362000.0,,,,,,,
1977-09-24,380000.0,,,,,,,
1977-10-01,348000.0,,,,,,,
1977-10-08,365000.0,,,,,,,
1977-10-15,358000.0,,,,,,,
1977-10-22,375000.0,,,,,,,
1977-10-29,349000.0,,,,,,,
1977-11-05,366000.0,,,,,,,
1977-11-12,334000.0,,,,,,,
1977-11-19,360000.0,,,,,,,
1977-11-26,354000.0,,,,,,,
1977-12-03,367000.0,,,,,,,
1977-12-10,364000.0,,,,,,,
1977-12-17,359000.0,,,,,,,
1977-12-24,344000.0,,,,,,,
1977-12-31,364000.0,,,,,,,
1978-01-07,346000.0,,,,,,,
1978-01-14,343000.0,,,,,,,
1978-01-21,352000.0,,,,,,,
1978-01-28,363000.0,,,,,,,
1978-02-04,360000.0,,,,,,,
1978-02-11,373000.0,,,,,,,
1978-02-18,429000.0,,,,,,,
1978-02-25,371000.0,,,,,,,
1978-03-04,355000.0,,,,,,,
1978-03-11,359000.0,,,,,,,
1978-03-18,347000.0,,,,,,,
1978-03-25,335000.0,,,,,,,
1978-04-01,333000.0,,,,,,,
1978-04-08,345000.0,,,,,,,
1978-04-15,309000.0,,,,,,,
1978-04-22,319000.0,,,,,,,
1978-04-29,324000.0,,,,,,,
1978-05-06,334000.0,,,,,,,
1978-05-13,322000.0,,,,,,,
1978-05-20,334000.0,,,,,,,
1978-05-27,318000.0,,,,,,,
1978-06-03,310000.0,,,,,,,
1978-06-10,331000.0,,,,,,,
1978-06-17,326000.0,,,,,,,
1978-06-24,330000.0,,,,,,,
1978-07-01,348000.0,,,,,,,
1978-07-08,356000.0,,,,,,,
1978-07-15,352000.0,,,,,,,
1978-07-22,349000.0,,,,,,,
1978-07-29,346000.0,,,,,,,
1978-08-05,365000.0,,,,,,,
1978-08-12,354000.0,,,,,,,
1978-08-19,343000.0,,,,,,,
1978-08-26,333000.0,,,,,,,
1978-09-02,313000.0,,,,,,,
1978-09-09,337000.0,,,,,,,
1978-09-16,322000.0,,,,,,,
1978-09-23,323000.0,,,,,,,
1978-09-30,318000.0,,,,,,,
1978-10-07,343000.0,,,,,,,
1978-10-14,316000.0,,,,,,,
1978-10-21,338000.0,,,,,,,
1978-10-28,316000.0,,,,,,,
1978-11-04,317000.0,,,,,,,
1978-11-11,304000.0,,,,,,,
1978-11-18,342000.0,,,,,,,
1978-11-25,359000.0,,,,,,,
1978-12-02,377000.0,,,,,,,
1978-12-09,344000.0,,,,,,,
1978-12-16,347000.0,,,,,,,
1978-12-23,352000.0,,,,,,,
1978-12-30,358000.0,,,,,,,
1979-01-06,359000.0,,,,,,,
1979-01-13,392000.0,,,,,,,
1979-01-20,337000.0,,,,,,,
1979-01-27,342000.0,,,,,,,
1979-02-03,348000.0,,,,,,,
1979-02-10,359000.0,,,,,,,
1979-02-17,367000.0,,,,,,,
1979-02-24,360000.0,,,,,,,
1979-03-03,355000.0,,,,,,,
1979-03-10,363000.0,,,,,,,
1979-03-17,359000.0,,,,,,,
1979-03-24,353000.0,,,,,,,
1979-03-31,360000.0,,,,,,,
1979-04-07,465000.0,,,,,,,
1979-04-14,457000.0,,,,,,,
1979-04-21,383000.0,,,,,,,
1979-04-28,357000.0,,,,,,,
1979-05-05,353000.0,,,,,,,
1979-05-12,344000.0,,,,,,,
1979-05-19,346000.0,,,,,,,
1979-05-26,349000.0,,,,,,,
1979-06-02,336000.0,,,,,,,
1979-06-09,365000.0,,,,,,,
1979-06-16,351000.0,,,,,,,
1979-06-23,379000.0,,,,,,,
1979-06-30,369000.0,,,,,,,
1979-07-07,368000.0,,,,,,,
1979-07-14,368000.0,,,,,,,
1979-07-21,395000.0,,,,,,,
1979-07-28,386000.0,,,,,,,
1979-08-04,412000.0,,,,,,,
1979-08-11,386000.0,,,,,,,
1979-08-18,387000.0,,,,,,,
1979-08-25,390000.0,,,,,,,
1979-09-01,389000.0,,,,,,,
1979-09-08,378000.0,,,,,,,
1979-09-15,384000.0,,,,,,,
1979-09-22,388000.0,,,,,,,
1979-09-29,390000.0,,,,,,,
1979-10-06,412000.0,,,,,,,
1979-10-13,393000.0,,,,,,,
1979-10-20,406000.0,,,,,,,
1979-10-27,398000.0,,,,,,,
1979-11-03,395000.0,,,,,,,
1979-11-10,414000.0,,,,,,,
1979-11-17,430000.0,,,,,,,
1979-11-24,414000.0,,,,,,,
1979-12-01,416000.0,,,,,,,
1979-12-08,415000.0,,,,,,,
1979-12-15,411000.0,,,,,,,
1979-12-22,471000.0,,,,,,,
1979-12-29,428000.0,,,,,,,
1980-01-05,394000.0,,,,,,,
1980-01-12,405000.0,,,,,,,
1980-01-19,446000.0,,,,,,,
1980-01-26,412000.0,,,,,,,
1980-02-02,404000.0,,,,,,,
1980-02-09,425000.0,,,,,,,
1980-02-16,415000.0,,,,,,,
1980-02-23,428000.0,,,,,,,
1980-03-01,409000.0,,,,,,,
1980-03-08,418000.0,,,,,,,
1980-03-15,432000.0,,,,,,,
1980-03-22,435000.0,,,,,,,
1980-03-29,475000.0,,,,,,,
1980-04-05,464000.0,,,,,,,
1980-04-12,544000.0,,,,,,,
1980-04-19,548000.0,,,,,,,
1980-04-26,563000.0,,,,,,,
1980-05-03,572000.0,,,,,,,
1980-05-10,601000.0,,,,,,,
1980-05-17,642000.0,,,,,,,
1980-05-24,627000.0,,,,,,,
1980-05-31,637000.0,,,,,,,
1980-06-07,610000.0,,,,,,,
1980-06-14,592000.0,,,,,,,
1980-06-21,599000.0,,,,,,,
1980-06-28,627000.0,,,,,,,
1980-07-05,579000.0,,,,,,,
1980-07-12,533000.0,,,,,,,
1980-07-19,567000.0,,,,,,,
1980-07-26,558000.0,,,,,,,
1980-08-02,569000.0,,,,,,,
1980-08-09,533000.0,,,,,,,
1980-08-16,525000.0,,,,,,,
1980-08-23,512000.0,,,,,,,
1980-08-30,502000.0,,,,,,,
1980-09-06,511000.0,,,,,,,
1980-09-13,492000.0,,,,,,,
1980-09-20,465000.0,,,,,,,
1980-09-27,463000.0,,,,,,,
1980-10-04,462000.0,,,,,,,
1980-10-11,447000.0,,,,,,,
1980-10-18,425000.0,,,,,,,
1980-10-25,418000.0,,,,,,,
1980-11-01,419000.0,,,,,,,
1980-11-08,407000.0,,,,,,,
1980-11-15,427000.0,,,,,,,
1980-11-22,398000.0,,,,,,,
1980-11-29,412000.0,,,,,,,
1980-12-06,416000.0,,,,,,,
1980-12-13,413000.0,,,,,,,
1980-12-20,412000.0,,,,,,,
1980-12-27,399000.0,,,,,,,
